subject	activity	feature	axis	method	mean	count
8	WALKING	fBodyGyro	X	mean	-0.102063053808333	48
8	WALKING	fBodyGyro	X	meanFreq	-0.176032065666667	48
8	WALKING	fBodyGyro	X	std	-0.234252005895833	48
8	WALKING	fBodyGyro	Y	mean	-0.259729692333333	48
8	WALKING	fBodyGyro	Y	meanFreq	-0.102881607560417	48
8	WALKING	fBodyGyro	Y	std	-0.1908057215	48
8	WALKING	fBodyGyro	Z	mean	-0.132902199479167	48
8	WALKING	fBodyGyro	Z	meanFreq	-0.218800753760417	48
8	WALKING	fBodyGyro	Z	std	-0.1429742348125	48
8	WALKING	tBodyAcc	X	mean	0.27468631	48
8	WALKING	tBodyAcc	X	std	-0.173605736002083	48
8	WALKING	tBodyAcc	Y	mean	-0.0186628865310417	48
8	WALKING	tBodyAcc	Y	std	0.380782052708333	48
8	WALKING	tBodyAcc	Z	mean	-0.107252090833333	48
8	WALKING	tBodyAcc	Z	std	-0.1420885318125	48
8	WALKING	tBodyAccJerk	X	mean	0.0703393490833333	48
8	WALKING	tBodyAccJerk	X	std	-0.2586886278125	48
8	WALKING	tBodyAccJerk	Y	mean	-0.00603947514583333	48
8	WALKING	tBodyAccJerk	Y	std	0.233987544458333	48
8	WALKING	tBodyAccJerk	Z	mean	-0.000673798876875	48
8	WALKING	tBodyAccJerk	Z	std	-0.383200596479167	48
8	WALKING	tBodyAccJerkMag	NA	mean	-0.0668322430433333	48
8	WALKING	tBodyAccJerkMag	NA	std	-0.184571053979167	48
8	WALKING	tBodyAccMag	NA	mean	0.0516786278104167	48
8	WALKING	tBodyAccMag	NA	std	-0.1804072826	48
8	WALKING	tBodyGyro	X	mean	0.0235088228254167	48
8	WALKING	tBodyGyro	X	std	-0.1992097184375	48
8	WALKING	tBodyGyro	Y	mean	-0.095791790535	48
8	WALKING	tBodyGyro	Y	std	-0.2119972775	48
8	WALKING	tBodyGyro	Z	mean	0.0509657915395833	48
8	WALKING	tBodyGyro	Z	std	-0.0754447842395833	48
8	WALKING	tBodyGyroJerk	X	mean	-0.135886431360417	48
8	WALKING	tBodyGyroJerk	X	std	-0.2460827504375	48
8	WALKING	tBodyGyroJerk	Y	mean	-0.0314880905541667	48
8	WALKING	tBodyGyroJerk	Y	std	-0.428055700208333	48
8	WALKING	tBodyGyroJerk	Z	mean	-0.0522683965333333	48
8	WALKING	tBodyGyroJerk	Z	std	-0.388446971666667	48
8	WALKING	tBodyGyroJerkMag	NA	mean	-0.339129269583333	48
8	WALKING	tBodyGyroJerkMag	NA	std	-0.502957255416667	48
8	WALKING	tBodyGyroMag	NA	mean	-0.00310243820125	48
8	WALKING	tBodyGyroMag	NA	std	-0.238746703958333	48
8	WALKING	tGravityAcc	X	mean	0.913586347916667	48
8	WALKING	tGravityAcc	X	std	-0.974752050208333	48
8	WALKING	tGravityAcc	Y	mean	-0.217102194583333	48
8	WALKING	tGravityAcc	Y	std	-0.956781505625	48
8	WALKING	tGravityAcc	Z	mean	-0.186267836962021	48
8	WALKING	tGravityAcc	Z	std	-0.956640104791667	48
8	WALKING	tGravityAccMag	NA	mean	0.0516786278104167	48
8	WALKING	tGravityAccMag	NA	std	-0.1804072826	48
8	WALKING_DOWNSTAIRS	fBodyAcc	X	mean	0.136590199860526	38
8	WALKING_DOWNSTAIRS	fBodyAcc	X	meanFreq	-0.200757851	38
8	WALKING_DOWNSTAIRS	fBodyAcc	X	std	-0.0260463260078947	38
8	WALKING_DOWNSTAIRS	fBodyAcc	Y	mean	0.388412779763158	38
8	WALKING_DOWNSTAIRS	fBodyAcc	Y	meanFreq	0.0511555478315789	38
8	WALKING_DOWNSTAIRS	fBodyAcc	Y	std	0.232184078052632	38
8	WALKING_DOWNSTAIRS	fBodyAcc	Z	mean	0.159589756534211	38
8	WALKING_DOWNSTAIRS	fBodyAcc	Z	meanFreq	0.223078489563158	38
8	WALKING_DOWNSTAIRS	fBodyAcc	Z	std	0.0214914840105263	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	X	mean	0.214841402815789	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	X	meanFreq	-0.170997897197368	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	X	std	0.172658982065789	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	mean	0.220639687868421	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	meanFreq	-0.337650965236842	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	Y	std	0.273943791773684	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	mean	0.0586096890447368	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	meanFreq	-0.180391338523684	38
8	WALKING_DOWNSTAIRS	fBodyAccJerk	Z	std	-0.0846674186842105	38
8	WALKING_DOWNSTAIRS	fBodyAccMag	NA	mean	0.301626757315789	38
8	WALKING_DOWNSTAIRS	fBodyAccMag	NA	meanFreq	0.229144569581579	38
8	WALKING_DOWNSTAIRS	fBodyAccMag	NA	std	-0.156141093578947	38
8	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	mean	0.331528459921053	38
8	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	meanFreq	0.181422535965789	38
8	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag	NA	std	0.134734731236842	38
8	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	mean	-0.125179586744737	38
8	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	meanFreq	0.242843618736842	38
8	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag	NA	std	-0.26298447	38
8	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	mean	-0.00036272967368421	38
8	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	meanFreq	0.267675982868421	38
8	WALKING_DOWNSTAIRS	fBodyBodyGyroMag	NA	std	-0.255590314210526	38
8	WALKING_DOWNSTAIRS	fBodyGyro	X	mean	-0.130740445236842	38
8	WALKING_DOWNSTAIRS	fBodyGyro	X	meanFreq	-0.177172958760526	38
8	WALKING_DOWNSTAIRS	fBodyGyro	X	std	-0.302735102631579	38
8	WALKING_DOWNSTAIRS	fBodyGyro	Y	mean	0.116090879026316	38
8	WALKING_DOWNSTAIRS	fBodyGyro	Y	meanFreq	0.0716794237631579	38
8	WALKING_DOWNSTAIRS	fBodyGyro	Y	std	-0.0461356322868421	38
8	WALKING_DOWNSTAIRS	fBodyGyro	Z	mean	0.0277498065176316	38
8	WALKING_DOWNSTAIRS	fBodyGyro	Z	meanFreq	-0.00513040190789474	38
8	WALKING_DOWNSTAIRS	fBodyGyro	Z	std	-0.268253406210526	38
8	WALKING_DOWNSTAIRS	tBodyAcc	X	mean	0.283484089210526	38
8	WALKING_DOWNSTAIRS	tBodyAcc	X	std	0.0241393473736842	38
8	WALKING_DOWNSTAIRS	tBodyAcc	Y	mean	-0.0211058674973684	38
8	WALKING_DOWNSTAIRS	tBodyAcc	Y	std	0.343826273105263	38
8	WALKING_DOWNSTAIRS	tBodyAcc	Z	mean	-0.107598135394737	38
8	WALKING_DOWNSTAIRS	tBodyAcc	Z	std	0.1337170395	38
8	WALKING_DOWNSTAIRS	tBodyAccJerk	X	mean	0.118938088342105	38
8	WALKING_DOWNSTAIRS	tBodyAccJerk	X	std	0.250143724521053	38
8	WALKING_DOWNSTAIRS	tBodyAccJerk	Y	mean	-0.0380193846210526	38
8	WALKING_DOWNSTAIRS	tBodyAccJerk	Y	std	0.288140718789474	38
8	WALKING_DOWNSTAIRS	tBodyAccJerk	Z	mean	-0.0394356157631579	38
8	WALKING_DOWNSTAIRS	tBodyAccJerk	Z	std	-0.0135136269	38
8	WALKING_DOWNSTAIRS	tBodyAccJerkMag	NA	mean	0.262628490268421	38
8	WALKING_DOWNSTAIRS	tBodyAccJerkMag	NA	std	0.2534082561	38
8	WALKING_DOWNSTAIRS	tBodyAccMag	NA	mean	0.176599311818421	38
8	WALKING_DOWNSTAIRS	tBodyAccMag	NA	std	0.131337867236842	38
8	WALKING_DOWNSTAIRS	tBodyGyro	X	mean	-0.121189625973684	38
8	WALKING_DOWNSTAIRS	tBodyGyro	X	std	-0.258430885531579	38
8	WALKING_DOWNSTAIRS	tBodyGyro	Y	mean	-0.0500760173342105	38
8	WALKING_DOWNSTAIRS	tBodyGyro	Y	std	0.0243131207736842	38
8	WALKING_DOWNSTAIRS	tBodyGyro	Z	mean	0.114143855152368	38
8	WALKING_DOWNSTAIRS	tBodyGyro	Z	std	-0.129565242710526	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerk	X	mean	-0.0349283489710526	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerk	X	std	-0.267887897328947	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerk	Y	mean	-0.0534969692794737	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerk	Y	std	-0.0704526510842105	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerk	Z	mean	-0.0867903297078947	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerk	Z	std	-0.1896044435	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerkMag	NA	mean	-0.126189142894737	38
8	WALKING_DOWNSTAIRS	tBodyGyroJerkMag	NA	std	-0.157484866842105	38
8	WALKING_DOWNSTAIRS	tBodyGyroMag	NA	mean	0.0993429744078947	38
8	WALKING_DOWNSTAIRS	tBodyGyroMag	NA	std	-0.0466291872078947	38
8	WALKING_DOWNSTAIRS	tGravityAcc	X	mean	0.914023498421053	38
8	WALKING_DOWNSTAIRS	tGravityAcc	X	std	-0.945766561578947	38
8	WALKING_DOWNSTAIRS	tGravityAcc	Y	mean	-0.187610243421053	38
8	WALKING_DOWNSTAIRS	tGravityAcc	Y	std	-0.941580934473684	38
8	WALKING_DOWNSTAIRS	tGravityAcc	Z	mean	-0.141817934963684	38
8	WALKING_DOWNSTAIRS	tGravityAcc	Z	std	-0.897190012631579	38
8	WALKING_DOWNSTAIRS	tGravityAccMag	NA	mean	0.176599311818421	38
8	WALKING_DOWNSTAIRS	tGravityAccMag	NA	std	0.131337867236842	38
8	WALKING_UPSTAIRS	fBodyAcc	X	mean	-0.166411065387805	41
8	WALKING_UPSTAIRS	fBodyAcc	X	meanFreq	-0.290117827804878	41
8	WALKING_UPSTAIRS	fBodyAcc	X	std	-0.175284990170732	41
8	WALKING_UPSTAIRS	fBodyAcc	Y	mean	0.263431399878049	41
8	WALKING_UPSTAIRS	fBodyAcc	Y	meanFreq	-0.100254405917073	41
8	WALKING_UPSTAIRS	fBodyAcc	Y	std	0.30540146	41
8	WALKING_UPSTAIRS	fBodyAcc	Z	mean	-0.0729496941121951	41
8	WALKING_UPSTAIRS	fBodyAcc	Z	meanFreq	-0.191852656439024	41
8	WALKING_UPSTAIRS	fBodyAcc	Z	std	0.133766193578049	41
8	WALKING_UPSTAIRS	fBodyAccJerk	X	mean	-0.200277249165854	41
8	WALKING_UPSTAIRS	fBodyAccJerk	X	meanFreq	-0.115989564712683	41
8	WALKING_UPSTAIRS	fBodyAccJerk	X	std	-0.24733661795122	41
8	WALKING_UPSTAIRS	fBodyAccJerk	Y	mean	-0.0257952590634146	41
8	WALKING_UPSTAIRS	fBodyAccJerk	Y	meanFreq	-0.344029932341463	41
8	WALKING_UPSTAIRS	fBodyAccJerk	Y	std	-0.0700821464439024	41
8	WALKING_UPSTAIRS	fBodyAccJerk	Z	mean	-0.386655803658537	41
8	WALKING_UPSTAIRS	fBodyAccJerk	Z	meanFreq	-0.368783012195122	41
8	WALKING_UPSTAIRS	fBodyAccJerk	Z	std	-0.508248316829268	41
8	WALKING_UPSTAIRS	fBodyAccMag	NA	mean	-0.13026451905122	41
8	WALKING_UPSTAIRS	fBodyAccMag	NA	meanFreq	0.207071289558293	41
8	WALKING_UPSTAIRS	fBodyAccMag	NA	std	-0.409282851707317	41
8	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	mean	-0.131850567460976	41
8	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	meanFreq	0.27454925895122	41
8	WALKING_UPSTAIRS	fBodyBodyAccJerkMag	NA	std	-0.379266499780488	41
8	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	mean	-0.46327057804878	41
8	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	meanFreq	0.251663318243902	41
8	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag	NA	std	-0.575733290731707	41
8	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	mean	-0.229610952609756	41
8	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	meanFreq	-0.128115003341463	41
8	WALKING_UPSTAIRS	fBodyBodyGyroMag	NA	std	-0.183325647134146	41
8	WALKING_UPSTAIRS	fBodyGyro	X	mean	-0.240260761682927	41
8	WALKING_UPSTAIRS	fBodyGyro	X	meanFreq	-0.221044979219512	41
8	WALKING_UPSTAIRS	fBodyGyro	X	std	-0.409955580780488	41
8	WALKING_UPSTAIRS	fBodyGyro	Y	mean	-0.113162144460976	41
8	WALKING_UPSTAIRS	fBodyGyro	Y	meanFreq	-0.184403755490244	41
8	WALKING_UPSTAIRS	fBodyGyro	Y	std	-0.0478802512585366	41
8	WALKING_UPSTAIRS	fBodyGyro	Z	mean	0.16597418695122	41
8	WALKING_UPSTAIRS	fBodyGyro	Z	meanFreq	-0.296234666504878	41
8	WALKING_UPSTAIRS	fBodyGyro	Z	std	0.263202878429268	41
8	WALKING_UPSTAIRS	tBodyAcc	X	mean	0.258880152048781	41
8	WALKING_UPSTAIRS	tBodyAcc	X	std	-0.171712174634146	41
8	WALKING_UPSTAIRS	tBodyAcc	Y	mean	-0.0282415136341463	41
8	WALKING_UPSTAIRS	tBodyAcc	Y	std	0.348768733170732	41
8	WALKING_UPSTAIRS	tBodyAcc	Z	mean	-0.11512211995122	41
8	WALKING_UPSTAIRS	tBodyAcc	Z	std	0.121187278790244	41
8	WALKING_UPSTAIRS	tBodyAccJerk	X	mean	0.0813816809395122	41
8	WALKING_UPSTAIRS	tBodyAccJerk	X	std	-0.186618895268293	41
8	WALKING_UPSTAIRS	tBodyAccJerk	Y	mean	0.014120592097561	41
8	WALKING_UPSTAIRS	tBodyAccJerk	Y	std	-0.0123501104926829	41
8	WALKING_UPSTAIRS	tBodyAccJerk	Z	mean	-0.0674583919268293	41
8	WALKING_UPSTAIRS	tBodyAccJerk	Z	std	-0.447518179097561	41
8	WALKING_UPSTAIRS	tBodyAccJerkMag	NA	mean	-0.141494613465854	41
8	WALKING_UPSTAIRS	tBodyAccJerkMag	NA	std	-0.228296364146341	41
8	WALKING_UPSTAIRS	tBodyAccMag	NA	mean	0.121026629195122	41
8	WALKING_UPSTAIRS	tBodyAccMag	NA	std	-0.227200254219512	41
8	WALKING_UPSTAIRS	tBodyGyro	X	mean	0.19270447595122	41
8	WALKING_UPSTAIRS	tBodyGyro	X	std	-0.367428367219512	41
8	WALKING_UPSTAIRS	tBodyGyro	Y	mean	-0.204205356087805	41
8	WALKING_UPSTAIRS	tBodyGyro	Y	std	-0.0666980861414634	41
8	WALKING_UPSTAIRS	tBodyGyro	Z	mean	-0.0724546025804878	41
8	WALKING_UPSTAIRS	tBodyGyro	Z	std	0.337526477436585	41
8	WALKING_UPSTAIRS	tBodyGyroJerk	X	mean	-0.15544567414878	41
8	WALKING_UPSTAIRS	tBodyGyroJerk	X	std	-0.40507069195122	41
8	WALKING_UPSTAIRS	tBodyGyroJerk	Y	mean	-0.027919577097561	41
8	WALKING_UPSTAIRS	tBodyGyroJerk	Y	std	-0.424675673414634	41
8	WALKING_UPSTAIRS	tBodyGyroJerk	Z	mean	-0.0534090382439024	41
8	WALKING_UPSTAIRS	tBodyGyroJerk	Z	std	-0.430366658780488	41
8	WALKING_UPSTAIRS	tBodyGyroJerkMag	NA	mean	-0.400664014146341	41
8	WALKING_UPSTAIRS	tBodyGyroJerkMag	NA	std	-0.493975031707317	41
8	WALKING_UPSTAIRS	tBodyGyroMag	NA	mean	0.166447991	41
8	WALKING_UPSTAIRS	tBodyGyroMag	NA	std	-0.109327923829268	41
8	WALKING_UPSTAIRS	tGravityAcc	X	mean	0.860368718780488	41
8	WALKING_UPSTAIRS	tGravityAcc	X	std	-0.926673287804878	41
8	WALKING_UPSTAIRS	tGravityAcc	Y	mean	-0.291341491707317	41
8	WALKING_UPSTAIRS	tGravityAcc	Y	std	-0.931032068536585	41
8	WALKING_UPSTAIRS	tGravityAcc	Z	mean	-0.192306960631707	41
8	WALKING_UPSTAIRS	tGravityAcc	Z	std	-0.876168930487805	41
8	WALKING_UPSTAIRS	tGravityAccMag	NA	mean	0.121026629195122	41
8	WALKING_UPSTAIRS	tGravityAccMag	NA	std	-0.227200254219512	41
9	LAYING	fBodyAcc	X	mean	-0.946865494	50
9	LAYING	fBodyAcc	X	meanFreq	-0.4459627774628	50
9	LAYING	fBodyAcc	X	std	-0.9409810272	50
9	LAYING	fBodyAcc	Y	mean	-0.9343665984	50
9	LAYING	fBodyAcc	Y	meanFreq	-0.215336752654	50
9	LAYING	fBodyAcc	Y	std	-0.9128367508	50
9	LAYING	fBodyAcc	Z	mean	-0.9459190006	50
9	LAYING	fBodyAcc	Z	meanFreq	0.17810728092	50
9	LAYING	fBodyAcc	Z	std	-0.9419711636	50
9	LAYING	fBodyAccJerk	X	mean	-0.964304065	50
9	LAYING	fBodyAccJerk	X	meanFreq	-0.08503093738	50
9	LAYING	fBodyAccJerk	X	std	-0.9686013042	50
9	LAYING	fBodyAccJerk	Y	mean	-0.9640828062	50
9	LAYING	fBodyAccJerk	Y	meanFreq	-0.227093669698	50
9	LAYING	fBodyAccJerk	Y	std	-0.966634136	50
9	LAYING	fBodyAccJerk	Z	mean	-0.955909215	50
9	LAYING	fBodyAccJerk	Z	meanFreq	-0.094374360132	50
9	LAYING	fBodyAccJerk	Z	std	-0.9597147176	50
9	LAYING	fBodyAccMag	NA	mean	-0.9266042952	50
9	LAYING	fBodyAccMag	NA	meanFreq	-0.085609052452	50
9	LAYING	fBodyAccMag	NA	std	-0.921929738394	50
9	LAYING	fBodyBodyAccJerkMag	NA	mean	-0.9543205856	50
9	LAYING	fBodyBodyAccJerkMag	NA	meanFreq	0.1670029826292	50
9	LAYING	fBodyBodyAccJerkMag	NA	std	-0.9550947122	50
9	LAYING	fBodyBodyGyroJerkMag	NA	mean	-0.9558062546	50
9	LAYING	fBodyBodyGyroJerkMag	NA	meanFreq	-0.016201378678	50
9	LAYING	fBodyBodyGyroJerkMag	NA	std	-0.9522904702	50
9	LAYING	fBodyBodyGyroMag	NA	mean	-0.9186053356	50
9	LAYING	fBodyBodyGyroMag	NA	meanFreq	-0.20634356866	50
9	LAYING	fBodyBodyGyroMag	NA	std	-0.9034005814	50
9	LAYING	fBodyGyro	X	mean	-0.930297921	50
9	LAYING	fBodyGyro	X	meanFreq	-0.23069917904112	50
9	LAYING	fBodyGyro	X	std	-0.9463891504	50
9	LAYING	fBodyGyro	Y	mean	-0.9345796594	50
9	LAYING	fBodyGyro	Y	meanFreq	-0.321206958058	50
9	LAYING	fBodyGyro	Y	std	-0.9231319366	50
9	LAYING	fBodyGyro	Z	mean	-0.9598150092	50
9	LAYING	fBodyGyro	Z	meanFreq	-0.055125413678	50
9	LAYING	fBodyGyro	Z	std	-0.965686312	50
9	LAYING	tBodyAcc	X	mean	0.2591955368	50
9	LAYING	tBodyAcc	X	std	-0.94233309	50
9	LAYING	tBodyAcc	Y	mean	-0.020526821662	50
9	LAYING	tBodyAcc	Y	std	-0.9162927764	50
9	LAYING	tBodyAcc	Z	mean	-0.10754972144	50
9	LAYING	tBodyAcc	Z	std	-0.9407072854	50
9	LAYING	tBodyAccJerk	X	mean	0.08807344764	50
9	LAYING	tBodyAccJerk	X	std	-0.9647404702	50
9	LAYING	tBodyAccJerk	Y	mean	0.011561732718	50
9	LAYING	tBodyAccJerk	Y	std	-0.9639966798	50
9	LAYING	tBodyAccJerk	Z	mean	-0.0070536778584	50
9	LAYING	tBodyAccJerk	Z	std	-0.958562455	50
9	LAYING	tBodyAccJerkMag	NA	mean	-0.9633745492	50
9	LAYING	tBodyAccJerkMag	NA	std	-0.9550268052	50
9	LAYING	tBodyAccMag	NA	mean	-0.9308684376	50
9	LAYING	tBodyAccMag	NA	std	-0.91512680016	50
9	LAYING	tBodyGyro	X	mean	-0.013632036148	50
9	LAYING	tBodyGyro	X	std	-0.9422465098	50
9	LAYING	tBodyGyro	Y	mean	-0.15890291983	50
9	LAYING	tBodyGyro	Y	std	-0.9266185314	50
9	LAYING	tBodyGyro	Z	mean	0.101275010682	50
9	LAYING	tBodyGyro	Z	std	-0.9615953704	50
9	LAYING	tBodyGyroJerk	X	mean	-0.10384667982	50
9	LAYING	tBodyGyroJerk	X	std	-0.945329035	50
9	LAYING	tBodyGyroJerk	Y	mean	-0.027552256948	50
9	LAYING	tBodyGyroJerk	Y	std	-0.9621702422	50
9	LAYING	tBodyGyroJerk	Z	mean	-0.0569490475	50
9	LAYING	tBodyGyroJerk	Z	std	-0.9770761602	50
9	LAYING	tBodyGyroJerkMag	NA	mean	-0.964524819	50
9	LAYING	tBodyGyroJerkMag	NA	std	-0.9528015598	50
9	LAYING	tBodyGyroMag	NA	mean	-0.9071250998	50
9	LAYING	tBodyGyroMag	NA	std	-0.8985578738	50
9	LAYING	tGravityAcc	X	mean	-0.5802528348	50
9	LAYING	tGravityAcc	X	std	-0.9218210626	50
9	LAYING	tGravityAcc	Y	mean	-0.1191541962	50
9	LAYING	tGravityAcc	Y	std	-0.9699944882	50
9	LAYING	tGravityAcc	Z	mean	0.9578730416	50
9	LAYING	tGravityAcc	Z	std	-0.9712046902	50
9	LAYING	tGravityAccMag	NA	mean	-0.9308684376	50
9	LAYING	tGravityAccMag	NA	std	-0.91512680016	50
9	SITTING	fBodyAcc	X	mean	-0.959413594	50
9	SITTING	fBodyAcc	X	meanFreq	-0.109383841734	50
9	SITTING	fBodyAcc	X	std	-0.956903459	50
9	SITTING	fBodyAcc	Y	mean	-0.911683219	50
9	SITTING	fBodyAcc	Y	meanFreq	-0.120093395898	50
9	SITTING	fBodyAcc	Y	std	-0.86761360746	50
9	SITTING	fBodyAcc	Z	mean	-0.8922013438	50
9	SITTING	fBodyAcc	Z	meanFreq	-0.1317488734546	50
9	SITTING	fBodyAcc	Z	std	-0.818001834824	50
9	SITTING	fBodyAccJerk	X	mean	-0.9655962396	50
9	SITTING	fBodyAccJerk	X	meanFreq	0.02039798558	50
9	SITTING	fBodyAccJerk	X	std	-0.9666604036	50
9	SITTING	fBodyAccJerk	Y	mean	-0.9580073906	50
9	SITTING	fBodyAccJerk	Y	meanFreq	-0.27190085077	50
9	SITTING	fBodyAccJerk	Y	std	-0.9585229866	50
9	SITTING	fBodyAccJerk	Z	mean	-0.9575269752	50
9	SITTING	fBodyAccJerk	Z	meanFreq	-0.267665734806	50
9	SITTING	fBodyAccJerk	Z	std	-0.9649413418	50
9	SITTING	fBodyAccMag	NA	mean	-0.8977181972	50
9	SITTING	fBodyAccMag	NA	meanFreq	-0.08061344386	50
9	SITTING	fBodyAccMag	NA	std	-0.8691725114	50
9	SITTING	fBodyBodyAccJerkMag	NA	mean	-0.9530504408	50
9	SITTING	fBodyBodyAccJerkMag	NA	meanFreq	0.0974700202614	50
9	SITTING	fBodyBodyAccJerkMag	NA	std	-0.9493949814	50
9	SITTING	fBodyBodyGyroJerkMag	NA	mean	-0.9683155878	50
9	SITTING	fBodyBodyGyroJerkMag	NA	meanFreq	0.031534866288	50
9	SITTING	fBodyBodyGyroJerkMag	NA	std	-0.9659970148	50
9	SITTING	fBodyBodyGyroMag	NA	mean	-0.9344377378	50
9	SITTING	fBodyBodyGyroMag	NA	meanFreq	-0.19597005159	50
9	SITTING	fBodyBodyGyroMag	NA	std	-0.9064712292	50
9	SITTING	fBodyGyro	X	mean	-0.950315237	50
9	SITTING	fBodyGyro	X	meanFreq	-0.128144114548	50
9	SITTING	fBodyGyro	X	std	-0.9618360162	50
9	SITTING	fBodyGyro	Y	mean	-0.9396930078	50
9	SITTING	fBodyGyro	Y	meanFreq	-0.359739581712	50
9	SITTING	fBodyGyro	Y	std	-0.910583361	50
9	SITTING	fBodyGyro	Z	mean	-0.940312313	50
9	SITTING	fBodyGyro	Z	meanFreq	-0.17324215306	50
9	SITTING	fBodyGyro	Z	std	-0.9341874784	50
9	SITTING	tBodyAcc	X	mean	0.24832674354	50
9	SITTING	tBodyAcc	X	std	-0.9572277914	50
9	SITTING	tBodyAcc	Y	mean	-0.02701677698	50
9	SITTING	tBodyAcc	Y	std	-0.875141405	50
9	SITTING	tBodyAcc	Z	mean	-0.07537846886	50
9	SITTING	tBodyAcc	Z	std	-0.83200187268	50
9	SITTING	tBodyAccJerk	X	mean	0.077005006374	50
9	SITTING	tBodyAccJerk	X	std	-0.9645358564	50
9	SITTING	tBodyAccJerk	Y	mean	0.009817397262	50
9	SITTING	tBodyAccJerk	Y	std	-0.9567775448	50
9	SITTING	tBodyAccJerk	Z	mean	-0.008674672651	50
9	SITTING	tBodyAccJerk	Z	std	-0.9618894376	50
9	SITTING	tBodyAccJerkMag	NA	mean	-0.964383757	50
9	SITTING	tBodyAccJerkMag	NA	std	-0.9517802432	50
9	SITTING	tBodyAccMag	NA	mean	-0.8933617176	50
9	SITTING	tBodyAccMag	NA	std	-0.8637564342	50
9	SITTING	tBodyGyro	X	mean	-0.042328876778	50
9	SITTING	tBodyGyro	X	std	-0.9590200492	50
9	SITTING	tBodyGyro	Y	mean	-0.04142711812	50
9	SITTING	tBodyGyro	Y	std	-0.9191882264	50
9	SITTING	tBodyGyro	Z	mean	0.0807919285908	50
9	SITTING	tBodyGyro	Z	std	-0.9301768338	50
9	SITTING	tBodyGyroJerk	X	mean	-0.0930708106	50
9	SITTING	tBodyGyroJerk	X	std	-0.9645323452	50
9	SITTING	tBodyGyroJerk	Y	mean	-0.046663441472	50
9	SITTING	tBodyGyroJerk	Y	std	-0.9719274472	50
9	SITTING	tBodyGyroJerk	Z	mean	-0.052841489994	50
9	SITTING	tBodyGyroJerk	Z	std	-0.9687388914	50
9	SITTING	tBodyGyroJerkMag	NA	mean	-0.9733641366	50
9	SITTING	tBodyGyroJerkMag	NA	std	-0.9663610734	50
9	SITTING	tBodyGyroMag	NA	mean	-0.9032355368	50
9	SITTING	tBodyGyroMag	NA	std	-0.9066063206	50
9	SITTING	tGravityAcc	X	mean	0.9163245106	50
9	SITTING	tGravityAcc	X	std	-0.9552804062	50
9	SITTING	tGravityAcc	Y	mean	-0.0414258228938	50
9	SITTING	tGravityAcc	Y	std	-0.94645197	50
9	SITTING	tGravityAcc	Z	mean	0.085263099144	50
9	SITTING	tGravityAcc	Z	std	-0.88585411242	50
9	SITTING	tGravityAccMag	NA	mean	-0.8933617176	50
9	SITTING	tGravityAccMag	NA	std	-0.8637564342	50
9	STANDING	fBodyAcc	X	mean	-0.971662692	45
9	STANDING	fBodyAcc	X	meanFreq	-0.105711680368889	45
9	STANDING	fBodyAcc	X	std	-0.977579248444444	45
9	STANDING	fBodyAcc	Y	mean	-0.944849431777778	45
9	STANDING	fBodyAcc	Y	meanFreq	-0.00378721862222222	45
9	STANDING	fBodyAcc	Y	std	-0.938790016888889	45
9	STANDING	fBodyAcc	Z	mean	-0.941686874222222	45
9	STANDING	fBodyAcc	Z	meanFreq	0.000165424148888888	45
9	STANDING	fBodyAcc	Z	std	-0.913896832222222	45
9	STANDING	fBodyAccJerk	X	mean	-0.971313768666667	45
9	STANDING	fBodyAccJerk	X	meanFreq	-0.0235041479111111	45
9	STANDING	fBodyAccJerk	X	std	-0.971278823333333	45
